file_name,book,chapter,question
bamidbar18,במדבר,18,"אם מישהו מתקרב לקודש, האחריות על הלוי להזהיר את המנתקרב"
bamidbar18,במדבר,18,"תרומת מעשר, היא התרומה שהלויים צריכים לתת לכהנים"
bamidbar18,במדבר,18,"הלוי לא צריך לחכות שהכהן יקח תרומה גדולה, לפני שהוא לוקח את המעשר"
bamidbar18,במדבר,18,"אם הלוי לקח את המעשר לפני הכהן, מוטלת עליו חובה לתת תרומה גדולה לכהן"
bamidbar19,במדבר,19,קל להסביר את הנימוקים למצות פרה אדומה
bamidbar19,במדבר,19,"המילה ""חוקה"" פירושה גזירה מלפני ה'"
bamidbar19,במדבר,19,"""אדומה תמימה"" , פירושו : כולה אדומה ללא שערה אחת בצבע אחר"
bamidbar19,במדבר,19,הפרה האדומה צריכה להיות לפחות עם פצע אחד
bamidbar19,במדבר,19,הפרה האדומה חייבים לחרוש איתה
bamidbar19,במדבר,19,כדי לשחוט את הפרה האדומה יש להוציאה מחוץ לכל המחנות
bamidbar19,במדבר,19,את הפרה חייבים לשרוף
bamidbar19,במדבר,19,"לתוך הפרה השרופה צריך לזרוק: עץ ארז, אזוב ותולעת שני"
bamidbar19,במדבר,19,הכהנים שמטפלים בהכנת הפרה לא צריכים לטבול יותר לטהרתם
bamidbar19,במדבר,19,את אפר הפרה אוסף איש טהור
bamidbar19,במדבר,19,"האיש הטהור שאסף את האפר, נטמא עד הערב"
bamidbar19,במדבר,19,אפר הפרה נשמר לצורך עשיית מי חטאת
bamidbar19,במדבר,19,"""מי חטאת"" הכוונה: כל מי שחטא מתיזים עליו מים שמעורבים באפר הפרה"
bamidbar19,במדבר,19,"אדם שנגע במת נעשה טמא לשבעה ימים, אסור לו להיכנס למחנה שכינה"
bamidbar19,במדבר,19,"טמא מת ביום השביעי לטומאתו מזים עליו ""מי חטאת"""
bamidbar19,במדבר,19,אם נפטר מישהו בבית כל מי ומה שנמצא בבית נעשה טמא
bamidbar19,במדבר,19,"אם יש כלי חרס מכוסה ונעול היטב בחדר בו מת אדם, תוכן הכלי לא נטמא"
bamidbar19,במדבר,19,אדם הנוגע במת בשטח פתוח לא נטמא
bamidbar19,במדבר,19,"כדי לטהר אנשים וכלים שנטמאו בטומאת מת, לוקחים אזוב טובלים אותו במי חטאת ומתיזים על האדם או הכלים הטמאים. עושים זאת ביום השלישי וביום השביעי לטומאתם"
bamidbar19,במדבר,19,מי שמזה את מי החטאת על הטמאים אפילו בגדיו נטמאים
bamidbar20,במדבר,20,ארוע ראשון שמציינת התורה בשנה ה – 40 הוא מות מרים
bamidbar20,במדבר,20,"מיתת צדיקים מכפרת, כמו קרבנות (פרה אדומה), לכן, צמודים פרה אדומה ומות מרים"
bamidbar20,במדבר,20,"הארוע השני שמציינת התורה בשנה ה – 40, הוא המחסור במים מיד לאחר מות מרים, מכאן שכל 40 שנות המדבר באר המים היתה בזכות מרים"
bamidbar20,במדבר,20,העם אינו מתלונן על המחסור במים
bamidbar20,במדבר,20,"משה ואהרן מגיעים לפתח אוהל מועד , נופלים על פניהם , ואז ניגלה כבוד ה'"
bamidbar20,במדבר,20,ה' מצוה את משה: א. לקחת את המטה. ב. להקהיל את העדה. ג. לדבר אל הסלע
bamidbar20,במדבר,20,"""שמעו נא המורים"" , משה קורא לכל אלה שלימדו את ישראל"
bamidbar20,במדבר,20,"משה מכה בסלע במקום לדבר אליו, אחרי שהיכה פעמיים יצאו מים"
bamidbar20,במדבר,20,"ההכאה בסלע במקום לדבר אליו, הסיבה היחידה שמשה ואהרן לא נכנסו לארץ"
bamidbar20,במדבר,20,שמו של ה' היה מתקדש אם הסלע היה נותן מים אחרי שהיו מדברים אליו בשם ה'
bamidbar20,במדבר,20,"""מי מריבה"" כך נקרא המקום כי המים היו סמיכים כמו ריבה"
bamidbar20,במדבר,20,כשה' עושה דין עם המקודשים ביותר (כמו משה ואהרן) הוא מתקדש
bamidbar20,במדבר,20,משה מבקש ממלך אדום רשות מעבר בארצו 
bamidbar20,במדבר,20,משה מבטיח למלך אדום שבזמן שיעברו בארצו יקנו ממנו אוכל ומים אע'פ שיש להם באר לשתות ומן לאכול
bamidbar20,במדבר,20,מלך אדום מסכים שישראל יעברו דרך ארצו
bamidbar20,במדבר,20,מות אהרן היה בהור ההר
bamidbar20,במדבר,20,"המקום נקרא ""הור ההר"" , בגלל שהיה בהר חור"
bamidbar20,במדבר,20,ה' מצוה את משה שלהור ההר יעלה גם אלעזר בן אהרן
bamidbar20,במדבר,20,"הסיבה שגם אלעזר יעלה, כדי שאהרן יראה לפני מותו שבנו לובש את בגדי הכוהן הגדול , במקומו"
bamidbar20,במדבר,20,"כתוב שכל עם ישראל בכו על מות אהרן , כי היה אהרן רודף שלום, כלומר משלים בין אנשים שרבים ובין איש לאשתו"
bamidbar21,במדבר,21,עם ראשון מארץ ישראל שתקף את ישראל היה הכנעני מערד
bamidbar21,במדבר,21,"מקום הנצחון על הכנעני מלך ערד נקרא : ""הצלחה"""
bamidbar21,במדבר,21,""" וַתִּקְצַר נֶפֶשׁ הָעָם בַּדָּרֶךְ"" ולכן דיברו נגד ה' ומשה"
bamidbar21,במדבר,21,"ה' כעס ושלח נחשים שנשכו בעם, עם רב מת"
bamidbar21,במדבר,21,"העם מתנצל: "" חָטָאנוּ כִּי דִבַּרְנוּ בַידֹוָד וָבָךְ"""
bamidbar21,במדבר,21,משה מסרב להתפלל בעד העם
bamidbar21,במדבר,21,"משה על פי הוראת ה', עושה נחש מנחושת ושם אותו על מוט ארוך"
bamidbar21,במדבר,21,"כל מי שננשך, והביט אל נחש הנחושת היה רואה את השמיים ומשעבד לבו לה', היה מתרפא מנשיכת הנחש"
bamidbar21,במדבר,21,"עם ישראל נע בדרך ארוכה מאוד: מאובות, לנחל זרד ומשם לנחל הארנון"
bamidbar21,במדבר,21,הארנון היה הגבול בין מואב לעוג מלך הבשן
bamidbar21,במדבר,21,"פירוש הפסוק: "" עַל כֵּן יֵאָמַר בְּסֵפֶר מִלְחֲמֹת יְדֹוָד אֶת וָהֵב בְּסוּפָה וְאֶת הַנְּחָלִים אַרְנוֹן"" כמו שמספרים את הניסים שנעשו לאבותינו במצרים ובים סוף כך יספרו על הניסים שהיו לאבותינו בארנון"
bamidbar21,במדבר,21,"""אשר נטה לשבת ער"" פירוש, במצוקים מעל הארנון הסתתרו האמורי כמארב לישראל, וכשישראל עברו התקרבו המצוקים משני הצדדים ומחצו את האמורי האורבים"
bamidbar21,במדבר,21,"""ומבמות הגיא אשר בשדה מואב ראש הפיסגה"" הכוונה למקום בו מת משה"
bamidbar21,במדבר,21,משה שולח שליחים אל סיחון מלך הבשן
bamidbar21,במדבר,21,משה מבקש מסיחון שיאפשר לישראל לחצות בדרכים ראשיות בלי לגעת בכלום
bamidbar21,במדבר,21,בתגובה לבקשת משה סיחון מסכים למעבר בני ישראל
bamidbar21,במדבר,21,ישראל נלחמים בסיחון ועמו וכובשים מהארנון עד היבוק
bamidbar21,במדבר,21,"כך אומרים מושלי המשלים: "" בֹּאוּ חֶשְׁבּוֹן תִּבָּנֶה וְתִכּוֹנֵן עִיר סִיחוֹן"""
bamidbar21,במדבר,21,משה שולח מרגלים ליעזר והמרגלים כובשים אותה
bamidbar21,במדבר,21,"מלחמה שלישית בפרק זה היתה נגד עוג ועמו, התוצאה כיבוש כל ארצו והשמדת עמו"
bamidbar22,במדבר,22,"עם ישראל עקף את ארץ מואב בדרכו צפונה. כי נאסר עליו לצור על מואב, שהוא מבני לוט"
bamidbar22,במדבר,22,"בלק מלך מואב ראה: "" אֵת כָּל אֲשֶׁר עָשָׂה יִשְׂרָאֵל לָאֱמֹרִי"", כלומר, לסיחון ולעוג, וזה מה שגרם לו לפחוד"
bamidbar22,במדבר,22,הפחד מישראל הביא לשלום בין האויבים: מדין ומואב
bamidbar22,במדבר,22,פתורה = הבה לנו פתרון
bamidbar22,במדבר,22,"בלק מבקש מבלעם: "" וְעַתָּה לְכָה נָּא אָרָה לִּי אֶת הָעָם הַזֶּה"""
bamidbar22,במדבר,22,"בלעם אהב את ישראל ולכן , לא שמח לקללם"
bamidbar22,במדבר,22,"זקני מדין מציעים לזקני מואב: "" לִינוּ פֹה הַלַּיְלָה וַהֲשִׁבֹתִי אֶתְכֶם דָּבָר"""
bamidbar22,במדבר,22,"ה' שואל את בלעם: "" מִי הָאֲנָשִׁים הָאֵלֶּה עִמָּךְ:"""
bamidbar22,במדבר,22,"במשפט הבא שאומר בלעם לה': "" עַתָּה לְכָה קָבָה לִּי אֹתוֹ אוּלַי אוּכַל לְהִלָּחֶם בּוֹ וְגֵרַשְׁתִּיו"":, הוא מראה ששנא את ישראל פחות מבלק"
bamidbar22,במדבר,22,"ה' אוסר על בלעם ללכת לקלל את ישראל , ואילו בלעם אומר לשרים: ""כי מאן ה' לתתי להלוך עמכם"", כלומר, הנכם שרים מדרג נמוך ואין זה נאה שאלך עמכם"
bamidbar22,במדבר,22,"למשלחת השנייה ששולח בלק, אומר בלעם: "" אִם יִתֶּן לִי בָלָק מְלֹא בֵיתוֹ כֶּסֶף וְזָהָב לֹא אוּכַל לַעֲבֹר אֶת פִּי יְדֹוָד"" , לומדים מכאן שבלעם שנא כסף"
bamidbar22,במדבר,22,"ה' מרשה לבלעם ללכת, בתנאי, שיאמר רק מה שה' ישים בפיו"
bamidbar22,במדבר,22,"מרוב שמחה , על שהותר לו ללכת, חבש בלעם את אתונו בעצמו"
bamidbar22,במדבר,22,"מלאך ה' היה מלאך של רחמים, שלא רצהשבלעם ילך לקראת אובדנו"
bamidbar22,במדבר,22,מלאך ה' ניצב בדרכו של בלעם שלוש פעמים
bamidbar22,במדבר,22,בפעם הראשונה שראתה האתון את המלאך היא סטתה מהדרך
bamidbar22,במדבר,22,"בפעם השלישית שראתה האתון את המלאך,  רבצה תחתיה"
bamidbar22,במדבר,22,"""בדרך שאדם רוצה לילך בה מוליכין אותו"", לכן, הסכים המלאך שבלעם ימשיך בדרכו, שיוביל לאובדנו"
bamidbar22,במדבר,22,בלק יצא לקראת בלעם עד לגבול הצפוני של ממלכתו באזור הארנון
bamidbar22,במדבר,22,""" וַיֵּלֶךְ בִּלְעָם עִם בָּלָק וַיָּבֹאוּ קִרְיַת חֻצוֹת"", הסיבה כדי שבלעם יספיק להתקלח"
bamidbar23,במדבר,23,"בנסיון ראשון של בלעם לקלל, הוא אומר לבלק לבנות  7 מזבחות"
bamidbar23,במדבר,23,"""וילך שפי"" פירושו: יחידי"
bamidbar23,במדבר,23,"""ויקר"" פירושו ה' פגש את בלעם בכבוד גדול"
bamidbar23,במדבר,23,""" לְכָה אָרָה לִּי יַעֲקֹב וּלְכָה זֹעֲמָה יִשְׂרָאֵל"": בלק ביקש שיקלל את ישראל בשני שמותם."
bamidbar23,במדבר,23,""" מָה אֶקֹּב לֹא קַבֹּה אֵל וּמָה אֶזְעֹם לֹא זָעַם ה’"": ה' לא מקלל את ישראל."
bamidbar23,במדבר,23,"במשפט הבא מתכוין בלעם לאבות ראשוני האומה: ""כִּי מֵרֹאשׁ צֻרִים אֶרְאֶנּוּ וּמִגְּבָעוֹת אֲשׁוּרֶנּו"""
bamidbar23,במדבר,23,""" הֶן עָם לְבָדָד יִשְׁכֹּן וּבַגּוֹיִם לֹא יִתְחַשָּׁב"", פירושו : ישראל קיימים תמיד, לא כמו עמים אחרים שנעלמים."
bamidbar23,במדבר,23,בלעם מאחל לעצמו סוף שונה מסופו של עם ישראל
bamidbar23,במדבר,23,בלק כועס על בלעם בגלל הברכות
bamidbar23,במדבר,23,"בלעם עונה לבלק: "" הֲלֹא אֵת אֲשֶׁר יָשִׂים ה’ בְּפִי אֹתוֹ אֶשְׁמֹר לְדַבֵּר"""
bamidbar23,במדבר,23,"""וקבנו לי"" מצווה בלק על בלעם: קלל אותם בשבילי"
bamidbar23,במדבר,23,שדה צופים הוא המקום ממנו רואים את כל מחנה ישראל
bamidbar23,במדבר,23,שדה צופים הוא המקום שלקח בלק את בלעם לקראת הברכה השנייה
bamidbar23,במדבר,23,""" וְאָנֹכִי אִקָּרֶה כֹּה"" אומר בלעם לבלק, וכוונתו אולי יאמר לי ה' משהו"
bamidbar23,במדבר,23,בלעם בדבריו מבהיר: ה' בירך את ישראל ואני לא יכול לשנות זאת
bamidbar23,במדבר,23,""" ה’ אֱלֹהָיו עִמּוֹ וּתְרוּעַת מֶלֶךְ בּוֹ"", גם כשישראל חוטאים ה' נמצא בתוכם"
bamidbar23,במדבר,23,""" כִּי לֹא נַחַשׁ בְּיַעֲקֹב וְלֹא קֶסֶם בְּיִשְׂרָאֵל"", אין בישראל קוסמים ומנחשים"
bamidbar23,במדבר,23,"בדבריו הבאים מתאר בלעם את חריצותם למען המצוות משעות הבוקר: "" הֶן עָם כְּלָבִיא יָקוּם וְכַאֲרִי יִתְנַשָּׂא"""
bamidbar23,במדבר,23,"בלק כועס על הברכה השנייה ואומר , אם לא קללת, לפחות לא היית מברך אותם"
bamidbar23,במדבר,23,"בלק עונה לבלעם: "" כֹּל אֲשֶׁר יְדַבֵּר ה’ אֹתוֹ אֶעֱשֶׂה"":
 "
bamidbar27,במדבר,27,בנות צלפחד ביקשו ממשה להישאר בעבר הירדן
bamidbar27,במדבר,27,"מה שגרם לבנות נלפחד לבקש, הסיבה: היו לצלפחד בנים רבים מידי"
bamidbar27,במדבר,27,בדברי ה' למשה שני חלקים. א. הוא נענה לבקשת הבנות. ב. ה' נותן דירוג ליורשים
bamidbar27,במדבר,27,בפרק לו מציגים בני מנשה בעייה
bamidbar27,במדבר,27,ה' מציע פתרון לבעייה שהעלו בני מנשה
bamidbar27,במדבר,27,בנות צלופחד מסרבות לפתרון שהוצע להם בפרק לו
bamidbar27,במדבר,27,בספר יהושע (פרק י'ז) מסופר על הנחלות שקיבלו בנות צלופחד
bamidbar27,במדבר,27,בנות צלופחד התחתנו עם בני דודיהן משבט זבולון 
bamidbar27,במדבר,27,"שמות הבנות: מחלה, תרצה, חגלה, מילכה ונועה"
bamidbar27,במדבר,27,רש'י מציין שבהיענות ה' לבקשת בנות צלפחד: 'אשרי אדם שה' מודה לדבריו'.
bamidbar27,במדבר,27,"ה' מורה למשה לעלות אל הר העברים, לראות את הארץ."
bamidbar27,במדבר,27,"הסיבה שה' מזכיר כאן את חטאו של משה במי מריבה, כדי להדגיש שזה היה החטא היחיד"
bamidbar27,במדבר,27,משה מבקש שה' ימנה מישהו אחר במקומו
bamidbar27,במדבר,27,"תפקידו של המנהיג , לדעת משה, הינו ללכת מאחורי הלוחמים"
bamidbar27,במדבר,27,גם במלחמה מול עוג הלך משה מאחור
bamidbar27,במדבר,27,ה' מצווה את משה לקחת את יהושע כמנהיג
bamidbar27,במדבר,27,הפירוש של 'ונתת מהודך עליו = העבר  לו מקרינת עור פניך
bamidbar27,במדבר,27,היציאה למלחמה של יהושע תהיה על – פי אלעזר הכהן הגדול
bamidbar27,במדבר,27,ה' אמר למשה לסמוך את יהושע ביד אחת ומשה סמכו בשתי ידיים
bamidbar27,במדבר,27,יהושע מוסמך למנהיגות על ישראל ע'י משה
bamidbar30,במדבר,30,משה לימד הלכות נדרים את בעלי המקלות קודם
bamidbar30,במדבר,30,אדם חיב לידור נדרים
bamidbar30,במדבר,30,חז'ל למדו שהפרת נדרים במומחה אחד או בשלושה שאינם מומחים
bamidbar30,במדבר,30,"נדר, הוא שבועה שלא אעשה משהו (למשל , שלא אוכל מאכל מסויים)"
bamidbar30,במדבר,30,"""לא יחל דברו"" כוונת הדברים , לא יחלל את דברו"
bamidbar30,במדבר,30,"הנודר, חייב!! לממש את נידרו"
bamidbar30,במדבר,30,"""וְאִשָּׁה כִּי תִדֹּר נֶדֶר לַידֹוָד וְאָסְרָה אִסָּר בְּבֵית אָבִיהָ בִּנְעֻרֶיה"" , מדובר בנערה שנמצאת עדיין ברשות אביה"
bamidbar30,במדבר,30,קטנה אינה יכולה לנדור כלל.
bamidbar30,במדבר,30,""" וְהֶחֱרִישׁ לָהּ אָבִיהָ"", כלומר אביה שמע אותה נודרת ולא הגיב , נידרה מתקיים והיא חייבת בו."
bamidbar30,במדבר,30,""" וְאִם הֵנִיא אָבִיהָ אֹתָהּ בְּיוֹם שָׁמְעוֹ"", כוונת הדברים, גם אם האב מיפר לה את נידרה ביום ששמע עליו, הנדר מתקיים"
bamidbar30,במדבר,30,""" וְאִם הָיוֹ תִהְיֶה לְאִישׁ וּנְדָרֶיהָ עָלֶיהָ"" , מדובר בנערה מאורסה שאיננה נשואה עדיין"
bamidbar30,במדבר,30,"נערה מאורסה, פירושו נערה שבעלה המיועדת אירס אותה, אך עדיין לא עברה לגור איתו, והיא נמצאת בבית הוריה עד לנישואין"
bamidbar30,במדבר,30," נערה מאורסה, הפרת נידרה תלויה באב ובבעל"
bamidbar30,במדבר,30,"נדר אישה ניתן להפרה, רק ביום ששנא האב או הבעל"
