file_name,book,chapter,question
bamidbar19,במדבר פרק יט,במדבר פרק יט,"כדי לטהר אנשים וכלים שנטמאו בטומאת מת, לוקחים אזוב טובלים אותו במי חטאת ומתיזים על האדם או הכלים הטמאים. עושים זאת ביום השלישי וביום השביעי לטומאתם"
bamidbar19,במדבר פרק יט,במדבר פרק יט,מי שמזה את מי החטאת על הטמאים אפילו בגדיו נטמאים
shmuelb14,שמואל ב',,בפסוק א' כתוב שדוד התגעגע לאבשלום
shmuelb14,שמואל ב',,"יואב לקח מתקוע אשה חכמה, כדי שתגרום לדוד להחזיר את אבשלום מגלותו"
shmuelb14,שמואל ב',,האשה מתקוע מתחפשת לאשה שמחה
shmuelb14,שמואל ב',,האשה מתקוע באה לפני המלך דוד ומבקשת שיושיע אותה
shmuelb14,שמואל ב',,"האשה מתקוע סיפרה שהיא אלמנה , אם לשני בנים"
shmuelb14,שמואל ב',,"האשה מתקוע מספרת על ריב שני בניה: "" וּלְשִׁפְחָתְךָ שְׁנֵי בָנִים וַיִּנָּצוּ שְׁנֵיהֶם בַּשָּׂדֶה"""
shmuelb14,שמואל ב',,האשה החכמה סיפרה לדוד שהמשפחה מנסה להפעיל גאולת דם על בנה השני
shmuelb14,שמואל ב',,דוד אומר לאשה שהמשפחה צודקת ולא היא
shmuelb14,שמואל ב',,האשה שואלת את דוד מדוע הוא לא מחזיר בן מודח
shmuelb14,שמואל ב',,המלך מבין שהאשה נשלחה ע'י יואב
shmuelb14,שמואל ב',,האשה מכחישה שנשלחה ע'י יואב
shmuelb14,שמואל ב',,""" וַאדֹנִי חָכָם כְּחָכְמַת מַלְאַךְ הָאֱלֹהִים לָדַעַת אֶת כָּל אֲשֶׁר בָּאָרֶץ"" אומרת האשה התקועית למלך"
shmuelb14,שמואל ב',,"המלך אומר ליואב: ""וְלֵךְ הָשֵׁב אֶת הַנַּעַר אֶת אַבְשָׁלוֹם"""
shmuelb14,שמואל ב',,"בניהו אומר למלך: "" הַיּוֹם יָדַע עַבְדְּךָ כִּי מָצָאתִי חֵן בְּעֵינֶיךָ אֲדֹנִי הַמֶּלֶךְ"""
shmuelb14,שמואל ב',,יואב מביא את אבשלום מגשור
shmuelb14,שמואל ב',,"הפגישה בין דוד לאבשלום היתה מאוד נרגשת: "" יִסֹּב אֶל בֵּיתוֹ וּפָנַי לֹא יִרְאֶה"""
shmuelb14,שמואל ב',,אבשלום היה מאוד מכוער
shmuelb14,שמואל ב',,לאבשלום נולדו 3 בנים ובת בשם תמר
shmuelb14,שמואל ב',,אבשלום הצית את שדהו של יואב ובזאת הכריח את יואב לבוא אליו
shmuelb14,שמואל ב',,אבשלום דורש מיואב שיאמר לאביו המלך כי הוא רוצה לראותו. כי הוא אינו מבין למה הוחזר מגשור.
yehoshua-4,,,על יהושע לבחור 15 אנשים
yehoshua-4,,,תפקיד האנשים להוציא מהירדן אבנים ולהניחם במקום בו ילונו
yehoshua-4,,,את האבנים יש להוציא מאחורי הארון
yehoshua-4,,,מטרת האבנים: אות וזכרון לבני ישראל
yehoshua-4,,,הזכרון הוא: שמי הירדן נכרתו [חדלו מלזרום] כאשר בני ישראל עברו בירדן
yehoshua-4,,,בני ישראל שמעו ואספו 12 אבנים כמספר שבטי ישראל
yehoshua-4,,,גם בתוך הירדן השאיר יהושע מצבת אבנים
yehoshua-4,,,הכהנים נושאי הארון לא המתינו עד למעבר כל ישראל בירדן
yehoshua-4,,,"לאחר שהסתיימה חציית הירדן ,הכהנים נשאו את הארון כדי להיות לפני העם"
yehoshua-4,,,2 וחצי השבטים היו הראשונים [חיל חלוץ] לפני ישראל
yehoshua-4,,,2 וחצי השבטים היו: אפרים נפתלי וחצי שבט דן
yehoshua-4,,,"חיל החלוץ ממזרח הירדן, מנה כ -  40 אלף אנשי צבא"
yehoshua-4,,,העם הגיע לערבות יריחו
yehoshua-4,,,חציית הירדן גרמה לכך שהעם יזלזל ביהושע
yehoshua-4,,,"כאשר עלו הכהנים ויצאו מהירדן, הוא חזר לזרום כרגיל."
yehoshua-4,,,תאריך חציית הירדן היה ב י' ניסן
yehoshua-4,,,החנייה היתה במקום שנקרא גלגל
yehoshua-4,,,מצבת האבנים הוקמה בתוך יריחו
yehoshua-4,,,מטרת האבנים לזכרון: שהירדן היה יבש עד שישראל סיימו לחצות אותו
yehoshua-4,,,מטרת האבנים: שעמי העולם יבינו מהי ידו החזקה של הקב'ה
bamidbar18,במדבר פרק יח,במדבר פרק יח,האחריות להיתנהלות תקינה של עבודות המקדש מוטלת על אהרן ובניו
bamidbar18,במדבר פרק יח,במדבר פרק יח, תפקיד שבט לוי לעזור לכוהנים.
bamidbar18,במדבר פרק יח,במדבר פרק יח,ההתראה שלא יתקרבו זרים למקדש/משכן היתה על המלכים
bamidbar18,במדבר פרק יח,במדבר פרק יח,יש 24 מתנות כהונה
bamidbar18,במדבר פרק יח,במדבר פרק יח,קדשי קודשים אינם נאכלים ע'י הכהנים
bamidbar18,במדבר פרק יח,במדבר פרק יח,קרבנות מתנה נאכלים ע'י הכהנים ובני משפחתם בתנאי שהם טהורים
bamidbar18,במדבר פרק יח,במדבר פרק יח,תרומה גדולה מותרת רק לכהנים זכרים
bamidbar18,במדבר פרק יח,במדבר פרק יח,"מוזכרות כאן שלוש מתנות הניתנות לכהן מהצומח: שמן, יין ודגן"
bamidbar18,במדבר פרק יח,במדבר פרק יח,"""חלה"" ו""תרומת מעשר"" לא נקראות תרומה"
bamidbar18,במדבר פרק יח,במדבר פרק יח,בכור אדם נפדה בגיל חודש ב  5  שקלים
bamidbar18,במדבר פרק יח,במדבר פרק יח,בכור בהמה טהורה בשרו נאכל ע'י הכהנים ובני משפחותיהם
bamidbar18,במדבר פרק יח,במדבר פרק יח,הנחלה הגדולה ביותר ניתנה לשבט לוי
bamidbar18,במדבר פרק יח,במדבר פרק יח,שבט לוי מקבל מעשר מכל יבול של ישראל
bamidbar18,במדבר פרק יח,במדבר פרק יח,מעשר  =  10%
bamidbar18,במדבר פרק יח,במדבר פרק יח,2 סיבות שנותנים מעשר ללוי: 1. כתמורה לעבודה במקדש. 2. אין להם נחלה
bamidbar18,במדבר פרק יח,במדבר פרק יח,הלויים צריכים לדאוג שהכהנים לא יתקרבו למקדש/משכן
bamidbar18,במדבר פרק יח,במדבר פרק יח,"אם מישהו מתקרב לקודש, האחריות על הלוי להזהיר את המנתקרב"
bamidbar18,במדבר פרק יח,במדבר פרק יח,"תרומת מעשר, היא התרומה שהלויים צריכים לתת לכהנים"
bamidbar18,במדבר פרק יח,במדבר פרק יח,"הלוי לא צריך לחכות שהכהן יקח תרומה גדולה, לפני שהוא לוקח את המעשר"
bamidbar18,במדבר פרק יח,במדבר פרק יח,"אם הלוי לקח את המעשר לפני הכהן, מוטלת עליו חובה לתת תרומה גדולה לכהן"
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",בברכתו השלישית משתמש בלעם בדימויים הקשורים למים
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה","""מה טובו אוהליך יעקב"" הכוונה, כל אוהל רואה מה שנעשה באוהל השני"
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",מופיעים בברכתו השלישית גם דימויי חיות חזקות כראם ואריה
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",לביא = אריה
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",לאחר הברכה השלישית הזמין בלק את בלעם לסעודה
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה","בנאומו הרביעי מזכיר בלעם, שהוא בן בעור ושתום עיין"
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",בנאומו הרביעי מתאר בלעם איך מגיע אליו דבר ה': אחרי טבילה במקווה
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",בנאומו הרביעי מזכיר בלעם את תבוסת מואב מול ישראל בעתיד (בימי דוד)
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",בנאומו הרביעי מזכיר בלעם שעמלק היה העם השני שתקף את ישראל
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",הקיני = משפחת יתרו
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",(פרק כה). הזנות אל בנות מואב קרתה בהר הגלעד
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",רבים מישראל עבדו את בעל פעור בגלל בנות מואב (וגם בנות מדיין)
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",ה' אומר למשה להוקיע את החוטאים מראשי העם
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",משה נותן הוראה לנשיאים להרוג את הנצמדים לבעל פעור
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה","משה והעדה בוכים פתח אוהל מועד , בשעה שזמרי וכזבי עושים את מעשיהם לעיניהם"
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",פנחס הורג את השניים (זמרי וכזבי) באמצעות רומח
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",במגיפה מתו 30 אלף
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",ה' נותן לפנחס ברית שלום וכהונת עולם
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",צור אביו של זמרי היה נשיא שמעוני
bamidbar24_25,"במדבר פרקים כד, כה","במדבר פרקים כד, כה",ה' אומר למשה שיש להכות את המדיינים כי הם רבו עם ישראל ללא סיבה
bamidbar21,במדבר פרק כא,במדבר פרק כא,עם ראשון מארץ ישראל שתקף את ישראל היה הכנעני מערד
bamidbar21,במדבר פרק כא,במדבר פרק כא,"מקום הנצחון על הכנעני מלך ערד נקרא : ""הצלחה"""
bamidbar21,במדבר פרק כא,במדבר פרק כא,""" וַתִּקְצַר נֶפֶשׁ הָעָם בַּדָּרֶךְ"" ולכן דיברו נגד ה' ומשה"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"ה' כעס ושלח נחשים שנשכו בעם, עם רב מת"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"העם מתנצל: "" חָטָאנוּ כִּי דִבַּרְנוּ בַידֹוָד וָבָךְ"""
bamidbar21,במדבר פרק כא,במדבר פרק כא,משה מסרב להתפלל בעד העם
bamidbar21,במדבר פרק כא,במדבר פרק כא,"משה על פי הוראת ה', עושה נחש מנחושת ושם אותו על מוט ארוך"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"כל מי שננשך, והביט אל נחש הנחושת היה רואה את השמיים ומשעבד לבו לה', היה מתרפא מנשיכת הנחש"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"עם ישראל נע בדרך ארוכה מאוד: מאובות, לנחל זרד ומשם לנחל הארנון"
bamidbar21,במדבר פרק כא,במדבר פרק כא,הארנון היה הגבול בין מואב לעוג מלך הבשן
bamidbar21,במדבר פרק כא,במדבר פרק כא,"פירוש הפסוק: "" עַל כֵּן יֵאָמַר בְּסֵפֶר מִלְחֲמֹת יְדֹוָד אֶת וָהֵב בְּסוּפָה וְאֶת הַנְּחָלִים אַרְנוֹן"" כמו שמספרים את הניסים שנעשו לאבותינו במצרים ובים סוף כך יספרו על הניסים שהיו לאבותינו בארנון"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"""אשר נטה לשבת ער"" פירוש, במצוקים מעל הארנון הסתתרו האמורי כמארב לישראל, וכשישראל עברו התקרבו המצוקים משני הצדדים ומחצו את האמורי האורבים"
bamidbar21,במדבר פרק כא,במדבר פרק כא,"""ומבמות הגיא אשר בשדה מואב ראש הפיסגה"" הכוונה למקום בו מת משה"
bamidbar21,במדבר פרק כא,במדבר פרק כא,משה שולח שליחים אל סיחון מלך הבשן
bamidbar21,במדבר פרק כא,במדבר פרק כא,משה מבקש מסיחון שיאפשר לישראל לחצות בדרכים ראשיות בלי לגעת בכלום
bamidbar21,במדבר פרק כא,במדבר פרק כא,בתגובה לבקשת משה סיחון מסכים למעבר בני ישראל
bamidbar21,במדבר פרק כא,במדבר פרק כא,ישראל נלחמים בסיחון ועמו וכובשים מהארנון עד היבוק
bamidbar21,במדבר פרק כא,במדבר פרק כא,"כך אומרים מושלי המשלים: "" בֹּאוּ חֶשְׁבּוֹן תִּבָּנֶה וְתִכּוֹנֵן עִיר סִיחוֹן"""
bamidbar21,במדבר פרק כא,במדבר פרק כא,משה שולח מרגלים ליעזר והמרגלים כובשים אותה
bamidbar21,במדבר פרק כא,במדבר פרק כא,"מלחמה שלישית בפרק זה היתה נגד עוג ועמו, התוצאה כיבוש כל ארצו והשמדת עמו"
yehoshua-5,,,"על ייבוש הירדן ומעבר ישראל, שמעו האמורי והכנעני"
yehoshua-5,,,לבבם של עמים אלה נמס מרוב פחד
yehoshua-5,,,סכיני המילה נוצרו מפלדת 'אל – חלד'
yehoshua-5,,,כמות הערלות היתה מאוד גדולה עד כי נוצרה גבעה...
yehoshua-5,,,יוצאי מצרים שהיו בגיל צבא נימולו עכשיו
yehoshua-5,,,אלה שנולדו במדבר נימולו עכשיו אחרי חציית הירדן
yehoshua-5,,,כל מי שנדד במדבר אחרי לידתו לא נימול במדבר
yehoshua-5,,,50 שנה הלכו בני ישראל במדבר
yehoshua-5,,,"מטרת ההליכה הארוכה, כל אלה שלא שמעו בקול ה' והיו בגיל צבא מתו בנדודים במדבר"
yehoshua-5,,,כי כל אלה שלא שמעו בקול ה'   נשבע שלא יגיעו לארץ
yehoshua-5,,,"הבנים שנולדו להם הם שנכנסו לארץ. הסיבה שלא נימולו במדבר, סכנה למול בתנאים אלה"
yehoshua-5,,,אחרי ברית המילה היתה מנוחה עד שהתרפאו
yehoshua-5,,,המקום נקרא 'גלגל' בגלל העגלות הרבות שהיו שם
yehoshua-5,,,בערבות ירושלים עשו את הפסח
yehoshua-5,,,למחרת הפסח התחילו לאכול מתבואת הארץ
yehoshua-5,,,המן פסק להופיע ממחרת הפסח
yehoshua-5,,,כשהיה יהושע ביריחו הוא ראה איש כשחרבו שלופה בידו
yehoshua-5,,,בתשובה לשאלת יהושע ענה האיש שהוא שר צבא ה'
yehoshua-5,,,"יהושע מצווה להוריד את כובעו, כדי לקבל מכת שמש"
yehoshua-5,,,הסיבה להורדה כי המקום הוא מקודש
bereshit34,בראשית פרק לד,בראשית פרק לד,דינה ניסתה למצוא חברות בשכם
bereshit34,בראשית פרק לד,בראשית פרק לד,שכם לקח אותה ואנסה
bereshit34,בראשית פרק לד,בראשית פרק לד,שכם התאהב בדינה
bereshit34,בראשית פרק לד,בראשית פרק לד,תגובת יעקב כששמע אודות האונס – החריש עד ששבו בניו מעבודתם
bereshit34,בראשית פרק לד,בראשית פרק לד,חמור היה בנו של שכם
bereshit34,בראשית פרק לד,בראשית פרק לד,""" נְבָלָה עָשָׂה בְיִשְׂרָאֵל לִשְׁכַּב אֶת בַּת יַעֲקֹב וְכֵן לֹא יֵעָשֶׂה"": ולכן בני יעקב לא כעסו
"
bereshit34,בראשית פרק לד,בראשית פרק לד,""" וְהִתְחַתְּנוּ אֹתָנוּ בְּנֹתֵיכֶם תִּתְּנוּ לָנוּ וְאֶת בְּנֹתֵינוּ תִּקְחוּ לָכֶם"", זוהי הצעת יעקב "
bereshit34,בראשית פרק לד,בראשית פרק לד,""" הַרְבּוּ עָלַי מְאֹד מֹהַר וּמַתָּן וְאֶתְּנָה כַּאֲשֶׁר תֹּאמְרוּ אֵלָי"" שכם מוכן לקבל כל סכום שיעקב ובניו יתנו לו"
bereshit34,בראשית פרק לד,בראשית פרק לד,בני יעקב הסבירו שבלי ברית מילה לא יהיה איחוד משפחות שכם ויעקב
bereshit34,בראשית פרק לד,בראשית פרק לד,""" וְיֵשְׁבוּ בָאָרֶץ וְיִסְחֲרוּ אֹתָהּ וְהָאָרֶץ הִנֵּה רַחֲבַת יָדַיִם לִפְנֵיהֶם"" אומרים בני יעקב לאנשי שכם"
bereshit34,בראשית פרק לד,בראשית פרק לד,"לדעת רמב'ן, למען כבוד אביהם לא רצו הבנים שיעקב יענה לשכם במקרה המבוזה הזה של אונס דינה"
bereshit34,בראשית פרק לד,בראשית פרק לד,"הרמב'ן שואל, מדוע כעס יעקב על בניו בסוף המעשה, כי נראה שכל השיחה עם שכם וחמור היתה בהסכמתו ועל דעתו"
bereshit34,בראשית פרק לד,בראשית פרק לד,"הרמב'ן לא מברר מדוע ארר יעקב רק את אפם של שמעון ולוי, בסוף ימיו"
bereshit34,בראשית פרק לד,בראשית פרק לד,"לדעת רמב'ן יעקב והאחים סברו שיוכלו להוציא את דינה ללא שפיכות דמים, בעקבות מעשה ברית המילה"
bereshit34,בראשית פרק לד,בראשית פרק לד,לדעת רמב'ן יעקב  לא העלה בדעתו ששמעון ולוי ירצחו את אנשי שכם
bereshit34,בראשית פרק לד,בראשית פרק לד,"לא שואלים, לדעת רמב'ן , איך בני יעקב הצדיקים יעשו מעשה רצח כזה"
bereshit34,בראשית פרק לד,בראשית פרק לד,"בני יעקב ניצלו את היום בו הכאב על מעשה ברית המילה הוא בשיאו, ותקפו ."
bereshit34,בראשית פרק לד,בראשית פרק לד,שמעון ולוי הרגו בעיר שכם את כל התושבים : אנשים נשים וטף
bereshit34,בראשית פרק לד,בראשית פרק לד,את דינה לא הצליחו לחלץ מבית שכם
bereshit34,בראשית פרק לד,בראשית פרק לד,""" עֲכַרְתֶּם אֹתִי לְהַבְאִישֵׁנִי בְּיֹשֵׁב הָאָרֶץ בַּכְּנַעֲנִי וּבַפְּרִזִּי וַאֲנִי מְתֵי מִסְפָּר"", אומרים שמעון ולוי:"
shoftim19_20,  ב'ה		              שופטים               שם_________________,," ""ומלך אין בישראל"" זוהי כותרת מקרה פילגש בגבעה"
shoftim19_20,  ב'ה		              שופטים               שם_________________,,הפילגש ברחה לבעלה אל בית הוריה בבית לחם
shoftim19_20,  ב'ה		              שופטים               שם_________________,,אביה של הפילגש לא שמח לראות את בעלה
shoftim19_20,  ב'ה		              שופטים               שם_________________,,האב והבעל של הפילגש חגגו 2 ימים
shoftim19_20,  ב'ה		              שופטים               שם_________________,,ביום החמישי בהשכמה עזבו הפילגש ובעלה את בית אביה
shoftim19_20,  ב'ה		              שופטים               שם_________________,,העיר יבוס = ירושלים
shoftim19_20,  ב'ה		              שופטים               שם_________________,,בעל הפילגש החליט לא לישון בעיר יבוס כי היא שייכת לעם נוכרי
shoftim19_20,  ב'ה		              שופטים               שם_________________,,"הם הגיעו לגבעת בנימין, איש זקן הציע שילונו אצלו  "
shoftim19_20,  ב'ה		              שופטים               שם_________________,,באמצע הארוחה הוקף הבית באנשי הגבעה
shoftim19_20,  ב'ה		              שופטים               שם_________________,,אנשי הגבעה דרשו מהזקן שימסור בידם את האורח 
shoftim19_20,  ב'ה		              שופטים               שם_________________,,בעל הפילגש דחף אותה אל מחוץ לבית
shoftim19_20,  ב'ה		              שופטים               שם_________________,,הפילגש הוזמנה לארוחה אצל אנשי בנימין
shoftim19_20,  ב'ה		              שופטים               שם_________________,,הפילגש שוחררה עם שחר ונפלה מתה פתח בית המארח
shoftim19_20,  ב'ה		              שופטים               שם_________________,,בעלה לקח את גופתה איתו לביתו
shoftim19_20,  ב'ה		              שופטים               שם_________________,,בעלה עשה לפילגשו קבורה מפוארת
shoftim19_20,  ב'ה		              שופטים               שם_________________,,"בשמעו את המעשה הנורא בפילגש,   היתכנס כל עם ישראל לעיר מצפה"
shoftim19_20,  ב'ה		              שופטים               שם_________________,,400 אלף לוחמים התאספו מתוך שבטי ישראל
shoftim19_20,  ב'ה		              שופטים               שם_________________,,"בני בנימין נענו לתביעת ההסגרה של עם ישראל, והסגירו את בני הבליעל"
shoftim19_20,  ב'ה		              שופטים               שם_________________,,לוחמי שבט בנימין מנו 29 אלף לוחמים
shoftim19_20,  ב'ה		              שופטים               שם_________________,,700 לוחמים היו מגבעת בנימין
yehoshua-22,,,יהושע קורא ל  שניים וחצי  השבטים
yehoshua-22,,,יהושע אומר להם שהם לא מילאו את ההסכם שהיה בינם לבין משה
yehoshua-22,,,יהושע מאשר להם ללכת בחזרה לבתיהם שבעבר הירדן המזרחי
yehoshua-22,,,יהושע מתרה ב שניים וחצי השבטים שישמרו את מצוות ה'
yehoshua-22,,,יהושע מברך את 21/2 השבטים ושולח אותם לבתיהם
yehoshua-22,,,1/2 שבט מנשה התנחל בבשן
yehoshua-22,,,21/2 השבטים חוזרים לבתיהם ללא שלל בכלל
yehoshua-22,,,עם חציית הירדן על גלילות הירדן 21/2 השבטים בונים מזבח גדול
yehoshua-22,,,כאשר שמע עם ישראל על בניית המזבח הם התכנסו בעיר ירושלים כדי לצאת ולהלחם בשניים וחצי השבטים
yehoshua-22,,,פנחס הכהן ועוד 10 נשיאים משבטי ישראל יצאו לפגישה עם 21/2 השבטים
yehoshua-22,,,המשלחת הגיעה לגלעד
yehoshua-22,,,אנשי המשלחת טוענים שבניית מזבח הינה מרד בה'. ועלול לבוא על עם ישראל עונש כמו בחטא פעור
yehoshua-22,,,"אנשי המשלחת מבהירים , אם נראה להם שעבר הירדן המזרחי הינה ארץ טמאה, מוזמנים 21/2 השבטים לגור בעבר הירדן המערבי"
yehoshua-22,,,אנשי המשלחת מזכירים את עונשו של עכן על מעילה בחרם
yehoshua-22,,,תשובת 21/2 השבטים: אל אלוקים ה'
yehoshua-22,,,תשובת 21/2 השבטים חס וחלילה לא היתה כוונה למרוד בה'. מטרת בניית המזבח היא מטרה חיובית
yehoshua-22,,,המזבח נבנה במטרה להוכחה ולעדות ש 21/2 השבטים שייכים לעם ישראל אפילו שהם חיים בעבר הירדן המזרחי
yehoshua-22,,,כאשר שומעים ענשי המשלחת את תשובת 21/2 השבטים הם מאוד כועסים
yehoshua-22,,,"אנשי המשלחת חוזרים לארץ ומדווחים . התוצאה , אין מלחמת אחים"
yehoshua-22,,,"21/2 השבטים קראו למזבח: ""כי עד הוא בינותינו, כי ה' האלוקים"""
shoftim21,  ב'ה		              שופטים               שם_________________,,"היתה שבועה של עם ישראל , לא להתחתן עם בני בנימין  (נשבעו בעיר מצפה)"
shoftim21,  ב'ה		              שופטים               שם_________________,,בפסוק ב' עם ישראל בכה על האבידות הכבדות שהיו לו במלחמה מול בני בנימין
shoftim21,  ב'ה		              שופטים               שם_________________,," עם ישראל שואל מדוע נעלם שבט מישראל: "" לָמָה ..... הָיְתָה זֹאת בְּיִשְׂרָאֵל לְהִפָּקֵד הַיּוֹם מִיִּשְׂרָאֵל שֵׁבֶט אֶחָד"""
shoftim21,  ב'ה		              שופטים               שם_________________,,"היתה שבועה של עם ישראל, לחון את כל מי שלא הגיע לעיר מצפה"" לַאֲשֶׁר לֹא עָלָה אֶל יְדֹוָד הַמִּצְפָּה לֵאמֹר מוֹת יוּמָת"" "
shoftim21,  ב'ה		              שופטים               שם_________________,,בבית אל החליטו לבדוק מי לא הגיע למצפה
shoftim21,  ב'ה		              שופטים               שם_________________,,"עם ישראל התחרט על השמדת שבט בנימין: "" וַיֹּאמְרוּ נִגְדַּע הַיּוֹם שֵׁבֶט אֶחָד מִיִּשְׂרָאֵל"""
shoftim21,  ב'ה		              שופטים               שם_________________,,העיר יבש גלעד נמצאת בארץ פלישתים
shoftim21,  ב'ה		              שופטים               שם_________________,,מהעיר יבש גלעד לא הגיע איש למצפה
shoftim21,  ב'ה		              שופטים               שם_________________,,העדה שולחת משלחת עונשין לעיר יבש גלעד
shoftim21,  ב'ה		              שופטים               שם_________________,,12 אלף לוחמים נשלחים ליבש גלעד
shoftim21,  ב'ה		              שופטים               שם_________________,,"ההוראות לחיילים שנשלחו ליבש גלעד היו: להשאיר את כל הילדים בחיים, את כל שאר תושבי העיר להרוג"
shoftim21,  ב'ה		              שופטים               שם_________________,,בעיר יבש גלעד נמצאו 500 נערות שלא נישאו והתאימו להיות נשים לבני בנימין
shoftim21,  ב'ה		              שופטים               שם_________________,,"הלוחמים הביאו את הבנות, שנתפסו ביבש גלעד,  לשילה"
shoftim21,  ב'ה		              שופטים               שם_________________,,"העדה שולחת משלחת,אל שרידי בני בנימין שעדיין היו בסלע רימון, עם הצעת שלום "
shoftim21,  ב'ה		              שופטים               שם_________________,,בנות יבש גלעד התחתנו עם בני בנימין
shoftim21,  ב'ה		              שופטים               שם_________________,,"הבעייה נותרה עם – 200 בני שבט בנימין, כי שבטי ישראל נשבעו לא לתת להם נשים"
shoftim21,  ב'ה		              שופטים               שם_________________,,"בפרק זה פגשנו בערים  והמקומות הבאים: שילה, בית אל , יבש גלעד, סלע רימון, עזה, שכם"
shoftim21,  ב'ה		              שופטים               שם_________________,,זקני העדה מציעים לבני בנימין לחטוף מהבנות המחוללות בכרמי שילו
shoftim21,  ב'ה		              שופטים               שם_________________,,"בני בנימין לא הצליחו לממש את ההצעה, כי הורי הבנות דרשו מהם להחזיר את בנותיהם"
shoftim21,  ב'ה		              שופטים               שם_________________,,"ספר שופטים מסתיים באותו פסוק שהתחיל ספר זה: "" בַּיָּמִים הָהֵם אֵין מֶלֶךְ בְּיִשְׂרָאֵל אִישׁ הַיָּשָׁר בְּעֵינָיו יַעֲשֶׂה"""
melahim1-2,,,"הדבר החשוב ביותר בצוואת דוד לשלמה: "" וְשָׁמַרְתָּ אֶת מִשְׁמֶרֶת ה' אֱלֹהֶיךָ לָלֶכֶת בִּדְרָכָיו לִשְׁמֹר חֻקֹּתָיו מִצְוֹתָיו וּמִשְׁפָּטָיו"""
